,text,label
1955,I grab something eat text back mu ,normal
1957,Take something pain If moves however side next see doctor ,normal
1959,persons story ,normal
1960,Guess Somebody know secretly fancies Wanna find Give us call 09065394973 Landline min 18 ,spam
1961,would awesome payback ,normal
1966,What feathery Is something guys I know ,normal
1969,You guaranteed 200 award even 1000 claim UR award call free 08000407165 18 2 stop 88222 ,spam
1970,,normal
1973,I u question hours Its answer ,normal
1974,cool Where cum On ,normal
1976,alright ,normal
1980,Sorry I call later ,normal
1984,Urgent Please call 09061743810 landline Your complimentary 4 Tenerife Holiday 5000 cash await collection T Cs Box 326 150 ppm ,spam
1985,The length e e top shorter n got fringe I going Too lazy Dun wan 2 distract u also ,normal
1986,S ,normal
1988,Sorry I call later ,normal
1989,The basket full I might tonight ,normal
1991,No Valentines huh The proof page Ugh I glad I really T watch show TOOL ,normal
1994,Have ,normal
1995,Shall come get pickle ,normal
1997,I AM DEF SOMETHING SAT ,normal
2001,Idea soon get converted live ,normal
2004,today late DECIMAL gt min ,normal
2005,Can take major roles community outreach You rock mel ,normal
2008,See forwarding message proof ,normal
2009,I keep going It never intention run choose rather keep room clean I say visitors maybe best choice Yes I wanted maybe feel I feel friend wants drop buy say happened morning I tried everything I know else ,normal
2013,Great News Call 08006344447 claim guaranteed 1000 CASH 2000 gift Speak live operator NOW ,spam
2014,met u ,normal
2020,Anything got place 2 walk meh ,normal
2022,U WIN 100 Music Gift Vouchers every week starting NOW word DRAW 87066 com ,spam
2023,Is movie go watch unlimited movies pay ,normal
2029,birthday already ,normal
2030,Ugh u apologize admit u wrong ask take u back ,normal
2031,I la U bf rite K days den ,normal
2036,You jot things want remember later ,normal
2037,Oh sorry please ,normal
2039,pack buy store like cereals If must pack food pack something miss ,normal
2040,You always make things bigger ,normal
2043,half price Orange line rental latest camera phones 4 FREE Had phone Call free 08000938767 update ,spam
2045,Okay I booked already Including one ,normal
2049,How much blackberry ,normal
2050,Hi You home ,normal
2052,Call 09094100151 use Calls cast min mob vary Service provided month u stop Ages 18 ,spam
2054,Y late need go n get laptop ,normal
2055,Sir I waiting mail ,normal
2056,Please charge mobile get morning ,normal
2060,I One slice one breadstick ,normal
2061,Hey I want I crave I miss I need I love Ahmad al ,normal
2062,Is training tomorrow ,normal
2063,URGENT Your mobile No WON 2 000 Bonus Caller Prize 02 06 03 This 2nd attempt reach YOU Call 09066362220 ASAP ,spam
2066,Then You eldest know ,normal
2069,Eerie Nokia tones TONE TITLE 8007 TONE DRACULA 8007 Titles GHOST EXORCIST TWILIGHT co ,spam
2070,Sexy Singles waiting Text AGE followed GENDER wither M F E G For gay men text AGE followed G e g ,spam
2072,That song ,normal
2073,Claim 250 messages Text OK 84025 Use 2 mates etc Join com 1 wk T C 16 Remove stop ,spam
2076,Trust Even ,normal
2079,I take like noon ,normal
2081,I Wat happening side ,normal
2082,I done ,normal
2084,How Wish great semester ,normal
2085,love words Have rich day ,normal
2088,Well done ENGLAND Get official poly ringtone flag yer mobile text TONE FLAG 84199 NOW Opt ENG STOP 1 50 ,spam
2090,S wont play first two ,normal
2094,PRIVATE Your 2004 Account Statement 07742676969 shows 786 unredeemed Bonus Points To claim call 08719180248 Identifier Code 45239 Expires ,spam
2095,Probably want pick ,normal
2096,I done ,normal
2098,No dice art class 6 thru 9 thanks though Any idea time I come tomorrow ,normal
2099,SERVICES inclusive text credits net login unsubscribe STOP extra charge help 08700469649 PO ,spam
2100,Oh en ,normal
2102,lousy ,normal
2103,Its site simulate test It gives tough questions test readiness ,normal
2105,I fetch u fetch ,normal
2106,Thank I like well ,normal
2108,sexy St George Day pic Jordan PIC 89080 miss every wk saucy celeb 4 pics c co 0870241182716 3 wk ,spam
2111,quite clever aft many guesses He got ask 2 bring willing 2 go still attach wat ,normal
2112,You winner specially selected receive 1000 cash 2000 award Speak live operator claim call Cost ,spam
2114,Sunshine Hols To claim med holiday send stamped self address envelope Drinks Us UK PO Box 113 Bray Wicklow Eire Quiz Starts Saturday Stop ,spam
2116,It time week ,normal
2118,U WIN 100 Music Gift Vouchers every week starting NOW word DRAW 87066 com ,spam
2122,Do know result ,normal
2123,123 Congratulations week competition draw u 1450 prize claim call 09050002311 T Cs stop 08718727868 Over 18 ,spam
2126,You got shitload diamonds though ,normal
2128,Well I going ,normal
2130,Later guess I study ,normal
2131,S training manual show tech process password reset troubleshooting ,normal
2132,Your voucher w c 27 03 Log onto com discount credit To opt reply stop Customer care call 08717168528 ,spam
2134,If started searching get job days great potential talent ,normal
2135,Carlos took leave minute ,normal
2137,Then came hostel ,normal
2140,After drug able eat ,normal
2141,Alright took morphine Back yo ,normal
2142,You see requirements please ,normal
2144,Hey I Buffy 25 love satisfy men Home alone feeling randy Reply 2 C PIX Send stop stop ,spam
2145,Sunshine Hols To claim med holiday send stamped self address envelope Drinks Us UK PO Box 113 Bray Wicklow Eire Quiz Starts Saturday Stop ,spam
2146,So collect laptop ,normal
2148,I get home ,normal
2149,next time ,normal
2153,I shall buy one dear ,normal
2155,What year And many miles ,normal
2159,FREE 1st week Nokia tone 4 mob every week NOKIA 87077 Get tell mates zed 36504 tone 16 ,spam
2161,Is replying Has changed phone number ,normal
2164,Nothing really making sure everybody speed ,normal
2166,Thank And way I lost ,normal
2167,Yes good mind ,normal
2168,All well months ,normal
2169,Shop till u Drop IS IT YOU either 500 Cash 100 Travel voucher Call 09064011000 PO Box Cost mobile vary ,spam
2170,CAN I PLEASE COME UP NOW TOWN IF ,normal
2172,tried yet never played original either ,normal
2174,See I thought ,normal
2175,I work Please call ,normal
2181,,normal
2188,FREE camera phones 4 49 month 750 cross 1 2 price bundle deals also Call 08001950382 J MF ,spam
2191,much call I appreciate care ,normal
2193,I called one pick e phone I ask already said ,normal
2194,Hi email address changed ,normal
2195,V A L E N T ruthful I N E Happy VALENTINES DAY advance ,normal
2196,Not much How bout ,normal
2197,Bring got ,normal
2198,I movie Call 4 wat ,normal
2206,URGENT Your mobile No 2 000 bonus caller prize 02 06 03 2nd attempt reach YOU call 09066362231 ASAP ,spam
2208,URGENT Your 4 Costa Del Sol Holiday 5000 await collection Call 09050090044 Now TC Stockport 1 50 pm ,spam
2212,This one days billion classes right ,normal
2214,let later n ask call u ,normal
2215,heart ,normal
2218,Nice talking please forget pix want see ,normal
2219,You WON guaranteed 1000 cash 2000 prize To claim yr prize call customer service representative 08714712379 Cost ,spam
2220,But really quite funny wat Then u run shorter distance wat ,normal
2223,Thanks ringtone order ref number Your mobile charged 4 50 Should tone arrive please call customer services 09065069120 ,spam
2226,If Come home ,normal
2227,Oh k k take test ,normal
2228,Those exact intentions ,normal
2229,money Later got go tuition looking empty slots driving lessons ,normal
2231,K wen free come home also tel sent mail also Better come evening free today ,normal
2233,Good Morning call sir ,normal
2236,tell nelson longer The money expecting coming ,normal
2237,Give something drink takes vomit temp might drop If however let know ,normal
2240,K I call I close ,normal
2241,U buy newspapers already ,normal
2243,Boo I way moms She making tortilla soup ,normal
2244,No management ,normal
2245,How find way include details ,normal
2246,Hi ya babe x u bout scammers getting smart Though regular respond get prem rate subscription Other nos used also Beware ,spam
2247,Back 2 work half term Can U C 4 sexy passion I 2 go back Chat NOW 09099726481 DENA Calls 1 ,spam
2249,Thanks ringtone order ref number Your mobile charged 4 50 Should tone arrive please call customer services 09065069154 ,spam
2252,Den wat e schedule b sun ,normal
2253,enjoy role playing much ,normal
2260,Choose tones wk This service weekly tones costing U one credit kick back ENJOY ,spam
2263,Not heard Call 4 rude chat private line 01223585334 cum Wan pics shagged text PIX 8552 send STOP 8552 SAM xxx ,spam
2267,Finish U ,normal
2269,think ,normal
2274,Think I could stop like hour My roommate looking stock trip ,normal
2276,Love love u lot ,normal
2277,Hello How r u bored thought id get bored I Tell something exciting happened Anything ,normal
2279,Sorry I call later meeting ,normal
2284,good yes please ,normal
2287,Alex knows guy sells south I think I could set like 8 ,normal
2288,message offer ,normal
2289,Had mobile Update FREE Oranges latest camera mobiles unlimited weekend calls Call Mobile 08000839402 ,spam
2291,Remind get I shall ,normal
2292,v romantic ,normal
2293,Hello Damn thing I think decided keep work ,normal
2298,pick call something important There tell ,normal
2306,work thanks ,normal
2307,WIN year supply 4 store choice worth 500 enter 100 Weekly draw MUSIC 87066 Ts Cs com ,spam
2310,You Nokia This get win FREE auction To take part send Nokia 86021 HG Row 16 ,spam
2311,Congratulations Thanks good friend U WON 2 000 Xmas prize 2 claim easy call 08718726971 NOW Only per minute BT national rate ,spam
2312,co More games Dear Helen Dozens Free Games great ,spam
2313,So guys ,normal
2314,Also chat awesome make regular unless see person ,normal
2315,That significant worry ,normal
2316,That cause old I live high ,normal
2318,On way office ,normal
2319,In place want ,normal
2321,,normal
2322,Should I stalking u ,normal
2324,,normal
2325,Apps class ,normal
2327,URGENT Your mobile number WON 2000 Bonus Caller prize 10 06 03 This 2nd attempt reach Call 09066368753 ASAP Box ,spam
2328,That day asked number Why ,normal
2329,Am surfing online store For offers want buy thing ,normal
2331,At home way ,normal
2332,We fine Thanks ,normal
2337,Tell friends plan Valentines day URL gt ,normal
2338,Alright see bit ,normal
2339,Cheers message staring phone age deciding whether text ,normal
2340,I take care financial problem help ,normal
2341,Tell dear happen Why talking like ,normal
2344,Okie ,normal
2345,Hi meet u 11 ,normal
2348,That seems unnecessarily affectionate ,normal
2350,You place man ,normal
2352,cool How day ,normal
2353,Please CALL 08712402902 immediately urgent message waiting ,spam
2356,No joined today ,normal
2357,Okay Well thanks clarification ,normal
2358,I talk others probably come early tomorrow ,normal
2359,Spook mob Halloween collection logo pic message plus free eerie tone CARD SPOOK 8007 zed per logo pic ,spam
2363,Fantasy Football back TV Go Sky Sky Active play Dream Team Scoring starts Saturday register SKY OPT OUT 88088 ,spam
2365,try week end course ,normal
2367,V nice Off 2 tom 2 air opinions categories 2 b used 2 measure ethnicity next census Busy transcribing ,normal
2368,If r home come within 5 min ,normal
2373,XMAS Prize draws We trying contact U draw shows 2000 prize GUARANTEED Call 09058094565 land line Valid ,spam
2376,I way home Went change batt 4 watch go shop bit ,normal
2380,If let want house ,normal
2384,Sorry I call later ,normal
2385,Someone contacted dating service entered phone fancy To find call landline 09058098002 ,spam
2386,No message ,normal
2389,Boo How things I back home little bored already ,normal
2392,Thanks feel happy dear I also miss ,normal
2397,tel r u ,normal
2398,YO YO YO ,normal
2399,Oh Kay On sat right ,normal
2400,Hi This Roger CL How ,normal
2401,Babe U want u baby nasty thing 4 Fancy rude time sexy bitch How go n hard XXX ,spam
2404,Please give 2 pick Tuesday evening 8 ,normal
2405,I meeting Darren ,normal
2406,One best dialogue cute Wen Die ,normal
2408,Dear reach ,normal
2410,Gd nite 2 ,normal
2411,Come right Ahmad ,normal
2412,I know u u know Send CHAT 86688 let find Only HG Row 18 years ,spam
2414,O fps ,normal
2415,Huh means computational science Y like dat one push n ,normal
2416,Could read Love I answered ,normal
2419,SERVICES For inclusive text credits net login unsubscribe STOP extra charge help 08702840625 ,spam
2423,fun ,normal
2424,Oh k k big hitter anyway good ,normal
2428,She find I sent offline message know ,normal
2430,How driving ,normal
2436,regarding really try see anyone else 4th guy commit random dude ,normal
2437,For chance win 250 cash every wk PLAY 83370 T C music trivia net 08715705022 wk ,spam
2442,I ,normal
2446,Sorry I call later ,normal
2447,lar later come n c lar set properly got help sheet ,normal
2449,Then dun believe wat ,normal
2450,K give back thanks ,normal
2451,I know complain directly go apply ,normal
2452,Okay I seen So pick ,normal
2453,How much payed ,normal
2455,make profit But start Are using get sponsors next event ,normal
2458,Cool I text I way ,normal
2461,Anything lar ,normal
2464,They pick drop car problem ,normal
2466,He world ,normal
2467,Is coming leave get news work place ,normal
2468,well without We could big sale together ,normal
2469,Am way ,normal
2473,wat time finish ,normal
2475,Mm way railway ,normal
2476,u ,normal
2477,I done I sorry I hope next space gives everything want Remember furniture If around move lock locks leave key ,normal
2478,Not yet Just like keep touch easiest way By way house ,normal
2480,Urgent call 09066612661 landline Your complementary 4 Tenerife Holiday 10 000 cash await collection T Cs PO Box 3 18 Sender Offer ,spam
2483,Mm kanji eat anything heavy ,normal
2484,Only promise getting SOON And text morning let know made ,normal
2485,different I go trying find every real life photo ever took ,normal
2489,I 2 docs appointments next week I tired shoving stuff Ugh I normal body ,normal
2491,Greetings Consider excused ,normal
2493,released another Italian one today cosign option ,normal
2494,You mu You try figure much money everyone gas alcohol jay I trying figure weed budget ,normal
2495,WINNER As valued network customer selected receive 900 reward To collect call 09061701444 Valid 24 hours ,spam
2499,Yup finished c ,normal
2502,Ola would get back maybe today I told direct link US getting cars bids online arrange shipping get cut Or U For partnership U Invest money shipping takes care rest U b self reliant soon worry ,normal
2505,Congrats treat ,normal
2507,Yup ,normal
2508,,normal
2511,Er yep sure Props ,normal
2512,Hiya u paying money account If thanks Got pleasant surprise checked balance u c get statements 4 acc ,normal
2516,Yes office ,normal
2517,Sorry I call later ,normal
2519,I ask e movie U wan ,normal
2521,Sorry I call later ,normal
2523,Sorry I call later ,normal
2526,Do u 2 send files 2 computers ,normal
2528,jay says put gt ,normal
2530,So sun anti sleep medicine ,normal
2532,Yup ,normal
2533,Glad went well come 11 plenty time goes work ,normal
2534,enjoy R u home ,normal
2536,You like ,normal
2537,That combine n c ,normal
2539,many players selected ,normal
2541,I Can send Plus mode ,normal
2542,please got time meh ,normal
2543,Package programs well ,normal
2546,Company good environment terrific food really nice ,normal
2547,Get ringtones logos games com Questions info co ,spam
2549,Yup studying surfing I e lazy mode today ,normal
2550,Please sen kind advice please come try ,normal
2551,I done C ,normal
2553,give time walk ,normal
2554,I reach 20 ,normal
2558,Some friends want drive em someplace probably take ,normal
2560,Are still getting goods ,normal
2561,And maybe pressies ,normal
2562,Yeah I I leave maybe ,normal
2563,K k also fine complete course ,normal
2566,You room I need ,normal
2567,I want hear anything ,normal
2568,Hey For leave Wait ask superior tell ,normal
2570,From 5 2 work timing ,normal
2571,worry finished march ,normal
2575,Now going ruin thesis ,normal
2578,I thought contract ran ,normal
2580,U subscribed best Mobile Content Service UK 3 per ten days send STOP 83435 Helpline 08706091795 ,spam
2581,Yup elaborating safety aspects issues ,normal
2583,today late ,normal
2584,Hi happy birthday Hi hi hi hi hi hi hi ,normal
2585,I outside office take ,normal
2587,see bit ,normal
2589,Join UK horniest Dogging service u sex Just sign follow instructions ENTRY 69888 ,spam
2591,Still work going small house ,normal
2592,My friend got says upping order grams got gt get ,normal
2595,Sunshine Quiz Wkly Q Win top Sony DVD player u know country Liverpool played mid week 82277 1 50 SP Tyrone ,spam
2597,Got hp Got lot model say ,normal
2598,Okie ,normal
2601,Okie ,normal
2604,You call times job today ask speed ,normal
2606,R U SAM P IN IF WE MEET WE CAN GO 2 MY HOUSE ,normal
2607,yeah Luckily starring role like ,normal
2609,Awesome text restocked ,normal
2611,Knock Knock whose 80082 enter r weekly draw 4 250 gift voucher 4 store yr choice T Cs com 1 50 week ,spam
2612,Yes It innocent fun O ,normal
2616,I went hon lab one ,normal
2620,How come ,normal
2622,,normal
2625,FREE RING TONE text POLYS 87131 Then every week get new tone 1 50 wk ,spam
2629,Hey Glad u r better I hear u treated cam good We r Have fab new year c u ,normal
2630,No way I going back ,normal
2631,URGENT Your mobile No WON 2 000 Bonus Caller Prize 02 06 03 This 2nd attempt reach YOU Call 09066362206 ASAP ,spam
2632,I WILL CAL YOU SIR In meeting ,normal
2633,That I love hear V see ,normal
2634,Sorry sorry held ,normal
2637,No I cancer Moms making big deal regular checkup aka pap smear ,normal
2639,Why wants talk ,normal
2640,joined technologies today got job ,normal
2641,You guaranteed latest Nokia Phone iPod player 500 prize word COLLECT No 83355 ,spam
2644,My friends use call ,normal
2645,Sorry I call later ,normal
2647,It massage tie pos ,normal
2652,No need drug anymore ,normal
2654,Its sarcasm ,normal
2655,Great I run ,normal
2656,Feel like trying V ,normal
2658,Not yet wat u ,normal
2659,,normal
2660,Want finally lunch today ,normal
2661,Do know dad back ,normal
2662,Hello darling today I would love chat tell look like sexy ,spam
2663,8007 FREE 1st week Nokia tone 4 mob every week NOKIA 8007 Get tell mates co 36504 norm tone 16 ,spam
2664,He remains bro bros ,normal
2665,R u meeting nite ,normal
2667,Why de You looking good ,normal
2668,Wanna get laid Want real Dogging locations sent direct mobile Join UK largest Dogging Network PARK 69696 1 50 ,spam
2672,Super timing ,normal
2674,I 6 ft We good combination ,normal
2683,I okay Chasing dream What good What next ,normal
2684,I booked slots 4 weekends ,normal
2685,URGENT We trying contact U draw shows 800 prize GUARANTEED Call 09050003091 land line Claim Valid ,spam
2687,Okie ,normal
2690,sports fans get latest sports news str 2 mobile 1 wk FREE PLUS FREE TONE SPORT ON 8007 co 0870141701216 norm ,spam
2691,Hey meet 930 ,normal
2692,Urgent Urgent We 800 FREE flights Europe give away call 10th Sept take friend 4 FREE Call claim 09050000555 ,spam
2693,All nice new shirts thing I wear nudist themed mu ,normal
2703,Yup already 4 printing n handing ,normal
2704,Fancy flirt Reply DATE join fastest growing mobile dating service stop 83021 Reply DATE ,spam
2705,What mean come chase stated watch many movies want ,normal
2707,Great NEW Offer DOUBLE DOUBLE best Orange tariffs AND get latest camera phones 4 FREE Call free 08000839402 NOW T Cs ,spam
2708,Nah I perpetual DD ,normal
2709,Sorry de went shop ,normal
2717,Okie ,normal
2719,Go n buy buy get lar ,normal
2720,,normal
2721,I working technical support voice process ,normal
2723,This wishing great day ,normal
2725,No But medical missions ,normal
2726,No movies laptop ,normal
2727,u want sleep ,normal
2728,Urgent Please call 09066612661 landline 5000 cash luxury 4 Canary Islands Holiday await collection T Cs award 16 ,spam
2729,Urgent Please call 09066612661 landline complimentary 4 Lux Costa Del Sol holiday 1000 CASH await collection ppm 150 T Cs James 28 ,spam
2730,I lei Next mon ,normal
2731,Mm feeling sleepy today shall get dear ,normal
2733,Do ben going ,normal
2739,Are much ,normal
2740,Nothing Can ,normal
2741,I know u u know Send CHAT 86688 let find Only HG Row 18 years ,spam
2745,R going 4 today meeting ,normal
2746,K many page want ,normal
2747,Ya onion roast ,normal
2748,Send number give reply tomorrow morning said like ,normal
2749,You said No problem When Let know ,normal
2750,tell half hr u come need 2 prepare ,normal
2751,Play w computer 2 u ,normal
2752,Sat right Okay thanks ,normal
2754,Chinese food way When I get fat paying ,normal
2755,We r outside already ,normal
2756,Have good trip Watch Remember get back must decide ,normal
2757,Yo watching movie ,normal
2758,What time I prob 3 ,normal
2761,I sure night menu I know noon menu ,normal
2762,ARR birthday today wish get ,normal
2764,Open When loads put plus sign user name place show two numbers The lower number number Once pick number pin display okay ,normal
2767,Wow v v impressed Have shopping ,normal
2768,I way home ,normal
2769,Burger King Wanna play footy top stadium Get 2 Burger King 1st Sept go Large Super Coca Cola walk winner ,spam
2770,No problem Talk later ,normal
2771,Then sis ,normal
2772,Still customer place ,normal
2773,How come takes little time child afraid dark become teenager wants stay night ,spam
2774,Dude u also k ,normal
2775,We confirm eating esplanade ,normal
2776,Send id password ,normal
2778,For chance win 250 cash every wk ACTION 80608 T C 08712405022 wk ,spam
2779,Well I might come ,normal
2781,Then likely called Google If paracetamol worry go ,normal
2783,Just arrived see couple days 3 ,normal
2784,K wat incident ,normal
2785,Yeah get unlimited ,normal
2788,got wat buy tell us need come ,normal
2790,U Bin Awarded 50 Play 4 Instant Cash Call 08715203028 To Claim EVERY 9th Player Wins Min 50 500 08718727870 ,spam
2792,Not campus Are library ,normal
2795,Tell friends plan Valentines day URL gt ,normal
2800,Depends u going ,normal
2804,I think still car ,normal
2805,Can ,normal
2806,December Had mobile You entitled update latest camera mobile Free Call The Mobile Update Co FREE 08002986906 ,spam
2807,Yes princess I want catch big strong hands ,normal
2809,Mm asked call radio ,normal
2813,Alright sure let know leaving ,normal
2814,Some lasting much 2 hours You might get lucky ,normal
2816,Poly tones 4 ALL mobs direct POLY TITLE 8007 POLY Titles FINEST YMCA co ,spam
2819,late order flowers call 0800 505060 place order Midnight tomorrow ,spam
2821,Everyone around responding well presence since warm outgoing You bringing real breath sunshine ,spam
2822,Then u ask go n pick u But 2 meet lect ,normal
2823,No need buy lunch I eat ,normal
2824,Congratulations Thanks good friend U WON 2 000 Xmas prize 2 claim easy call 08712103738 NOW Only per minute BT national rate ,spam
2825,,normal
2828,Send logo 2 lover 2 names joined heart LOVE LOVE ADAM EVE 07123456789 87077 Yahoo 4 ads ,spam
2829,persons story ,normal
2830,4 sending home ,normal
2832,You CUP FINAL 800 CASH collect CALL 09058099801 ,spam
2835,Nice nice working ,normal
2836,1 reach home call ,normal
2837,Were trying find Chinese food place around ,normal
2840,,normal
2841,dear ,normal
2844,Will class hours Sorry ,normal
2845,Wat time u finish lect today ,normal
2846,Free message Get crazy frog sound For poly text real text 88888 6 crazy sounds 3 week 16 T C apply ,spam
2848,YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call 08707509020 Just per min Ltd PO Box 1327 Croydon 0870 national rate call ,spam
2849,She fine Good hear How dear Happy new year oh ,normal
2850,Are going interview today ,normal
2856,Today free Gee u shop ,normal
2861,Adult 18 Content Your video shortly ,spam
2869,YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call 08707509020 Just per min Ltd PO Box 1327 Croydon 0870 national rate call ,spam
2871,See ,normal
2872,I understand message ,normal
2877,Hey Boys Want hot XXX pics sent direct 2 phone PORN 69855 free per day To stop text SF ,spam
2882,Anything coming ,normal
2883,really good nowadays lot shop showrooms city shaping good ,normal
2885,No hon How u mo ,normal
2886,K I take care ,normal
2887,I take phone Friday Can assume year ,normal
2889,bought present swatch watch ,normal
2890,Yeah quite bit left I swing tomorrow I get ,normal
2892,K I sure get noon see ,normal
2893,K k yesterday ,normal
2896,collecting laptop going configure settings ,normal
2897,If r home come within 5 min ,normal
2898,I 8 latest probably closer 7 Are jay two trips ,normal
2899,Come DECIMAL gt cleaning house ,normal
2900,Ur cash balance currently 500 pounds maximize cash send CASH 86688 CC 08718720201 PO BOX 114 14 ,spam
2904,Ha You know either I clever simple thing pears day perfect ,normal
2906,,normal
2908,URGENT Your Mobile number awarded 2000 prize GUARANTEED Call 09058094454 land line Claim 3030 Valid ,spam
2909,How guys go see movies side ,normal
2910,Sorry meeting I call later ,normal
2911,You tell thinking Plus going stop runs ,normal
2914,Nothing A bit bored Then dun u go home early 2 sleep today ,normal
2915,What time I tell friend around ,normal
2916,Yes fine Love Be safe ,normal
2917,Thanks ,normal
2921,I sent He send ,normal
2924,Are coming day class ,normal
2925,done Just library ,normal
2926,U enjoy shows ,normal
2927,Anything ,normal
2938,Are What happen behave like ,normal
2941,Hello No news job making wait fifth week Yeah weasels In still home 3 ,normal
2942,No message ,normal
2943,We currently message awaiting collection To collect message call 08718723815 ,spam
2945,make 3 4 fucks sake x ,normal
2946,Leave U always ignorant ,normal
2948,b downs amp fletcher ,normal
2950,Hey free call ,normal
2951,Tell ,normal
2952,URGENT Your mobile awarded 1 500 Bonus Caller Prize 27 6 03 Our final attempt 2 contact U Call 08714714011 ,spam
2955,Yes many sweets ,normal
2957,U secret admirer REVEAL thinks U R So special Call 09065174042 To opt Reply REVEAL STOP 1 50 per recd care 07821230901 ,spam
2959,Sir send group mail check ,normal
2960,I intro covers energy trends n pros n cons Brief description nuclear fusion n brief history n jet got 7 n half pages ,normal
2962,You know ,normal
2967,Mostly sports type ,normal
2969,U make list ,normal
2971,need Tim hurt lot ,normal
2972,Happy New Year Princess ,normal
2973,I text let know hang ,normal
2974,Don worry easy ingredients ,normal
2976,castor ,normal
2982,What eat fo lunch senor ,normal
2985,Reply win 100 weekly What professional sport Tiger Woods play Send STOP 87239 end service ,spam
2987,Do still grinder ,normal
2988,No 1 POLYPHONIC tone 4 mob every week Just 87575 1st Tone FREE get tell friends tone 16 reply HL ,spam
2989,Love decision feeling If could decide love life would much simpler less magical ,normal
2990,HOT LIVE FANTASIES call 08707509020 Just per min Ltd PO Box 1327 Croydon 0870 national rate call ,spam
2991,K see k ,normal
2992,So list buyers ,normal
2995,They released shirts u put makes bottom half naked instead white underwear ,normal
2996,Don know watching film computer ,normal
2997,No Thursday ,normal
2998,Oh phone phoned disconnected ,normal
2999,Id matters getting ,normal
3000,This message free Welcome new improved Sex Dogging club To unsubscribe service reply STOP 18 ,spam
3001,Excellent I see plans ,normal
3002,I see half hour ,normal
3003,You CUP FINAL 800 CASH collect CALL 09058099801 ,spam
3004,one ,normal
3005,Also hi ,normal
3007,Loan purpose 500 75 000 Homeowners Tenants welcome Have previously refused We still help Call Free 0800 1956669 text back help ,spam
3017,I get second half message ,normal
3019,I thank much selflessness I love plenty ,normal
3024,What part initiate understand ,normal
3025,I finished lunch already U wake already ,normal
3026,You still game ,normal
3029,Also sir sent email log payment portal I send another message explain things back home Have great weekend ,normal
3031,lar depends phone father get ,normal
3032,lemme know ,normal
3035,I feel like john ,normal
3040,time want come ,normal
3041,Where Must I summon time Don wish come anymore ,normal
3045,So weather ,normal
3048,know awesome phone I could click delete right I want ,normal
3049,,normal
3052,send correct name ,normal
3054,TV Quiz What FLOWER DOT compare D VIOLET E TULIP F LILY D E F 84025 NOW 4 chance 2 WIN 100 Cash ,spam
3055,Webpage available ,normal
3057,You unsubscribed services Get tons sexy babes hunks straight phone go co No subscriptions ,spam
3060,What u talking bout early morning It almost noon ,normal
3061,Fine Do remember ,normal
3062,Hi babe Jordan r u home abroad lonely text back u wanna chat com Text stop 08712400603 ,spam
3063,How many buy ,normal
3064,Sounds good keep posted ,normal
3068,meet sat sat ,normal
3071,But buy wat ,normal
3073,Don know I recently ,normal
3074,Take us shopping Mark distract Isaiah D ,normal
3075,Mum hope great day Hoping text meets well full life Have great day ,normal
3077,Okay thought expert ,normal
3080,Have great trip India And bring light everyone project everyone lucky see smile Bye ,normal
3081,And importantly discuss u ,normal
3082,K k training process ,normal
3084,In car park ,normal
3086,So asked Dad And bf ,normal
3087,books My bed Yen nav important ,normal
3088,What Today holiday work ,normal
3090,LORD OF THE RINGS RETURN OF THE KING store NOW REPLY 2 June 4 Chance 2 WIN soundtrack Reply STOP end ,spam
3091,Dear take care I reaching home love u lot ,normal
3093,Have emigrated something maybe 5 30 bit hopeful ,normal
3094,printed forum post guy exact prob fixed replacement Hopefully ignore ,normal
3110,Short But Cute Be good person ,normal
3112,Wat time still got ,normal
3114,I wait 4 inside car park ,normal
3118,Stop knowing well ,normal
3119,Good evening roger How ,normal
3120,Small problem auction asking ,normal
3124,1st wk FREE tones 2 u wk NOKIA ON 8007 Classic Nokia tones HIT ON 8007 Polys Nokia Poly 16 ,spam
3125,U coming 2 pick ,normal
3128,better late ever way I could swing ,normal
3129,But finish 6 ,normal
3130,Thanks purchase video clip charged Think better Why send video 32323 ,spam
3131,I barred B Q stores life This twat orange came asked I wanted decking So I got first punch ,normal
3133,going sleep Hope meet ,normal
3136,You right I I think ,normal
3137,Wat r u ,normal
3138,Is lecture ,normal
3139,sexy sexy cum text wet warm ready porn u fun THIS MSG IS FREE RECD INC VAT 2 CANCEL TEXT STOP ,spam
3140,Customer place call ,normal
3141,Not planned yet going join company 5 know happen ,normal
3143,I heard text around ,normal
3144,I get tomorrow send ,normal
3148,Sorry meeting I call later ,normal
3151,Hard LIVE 121 chat min Choose girl connect LIVE Call 09094646899 Cheap Chat UK biggest live service ,spam
3153,Not heard Call 4 rude chat private line 01223585334 cum Wan pics shagged text PIX 8552 send STOP 8552 SAM xxx ,spam
3154,,normal
3155,Long time You remember today ,normal
3157,Thank u IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE ,normal
3158,Are challenge I know ,normal
3159,How much casing cost ,normal
3160,Mystery solved Just opened email sent another batch sweetie ,normal
3161,I describe lucky I actually awake noon ,normal
3164,Cheers card Is time year already ,normal
3165,HOT LIVE FANTASIES call 08707509020 Just per min Ltd PO Box 1327 Croydon 0870 k ,spam
3167,Ugh hopefully randomly reformat ,normal
